model,phase,domain,case_id,written_sign,final_lead,passes_filter,peak_layer,n_layers,rel_depth,late
Gemma-3-27B,heldout,det_error,NC_4x4_det_325,+,2.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0784,-,-3.6250,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1204,+,-1.8750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1973,-,-11.7188,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_264,-,11.1250,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_116,-,-0.2500,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1001,-,1.5000,0,10,62,0.163934,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_583,+,14.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0112,-,1.8750,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1422,+,12.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1002,-,-1.5000,0,9,62,0.147541,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0252,+,-1.7500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1009,+,-0.5000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0845,+,-2.8750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1834,-,0.3750,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0793,+,6.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_293,-,-2.3750,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1679,+,-1.5000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1700,+,0.1250,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_190,+,-5.3750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1282,+,6.6250,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_674,-,2.1250,1,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0313,+,-4.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1345,-,1.7500,0,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1593,+,16.3750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_005,-,14.5000,1,59,62,0.967213,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1437,+,0.0000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0978,+,-0.5000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0753,-,3.5000,1,9,62,0.147541,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1286,+,14.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_427,+,0.3750,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0262,+,6.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0950,+,-1.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0722,+,8.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1936,+,3.5000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0708,-,10.6250,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1741,+,-2.0000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0745,+,-2.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_428,+,-2.7500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1143,-,3.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1980,+,0.8750,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_267,-,-3.7500,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1973,+,1.2500,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1688,+,-2.0000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1344,+,-1.1250,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_163,-,11.7500,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0801,-,0.8750,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_080,+,0.3750,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0301,+,-1.3750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1462,+,5.5000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_0999,+,-0.7500,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1838,-,2.7500,1,61,62,1.000000,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0695,+,-4.6250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1900,+,2.2500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0303,+,1.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0488,+,-1.7500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_712,+,-3.2500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0210,+,4.8750,1,50,62,0.819672,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0031,+,0.8750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1094,+,-0.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0931,+,8.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1414,+,-4.7500,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1071,+,-4.6250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0386,-,1.1250,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1291,-,4.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_0931,-,4.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0277,+,14.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1828,+,-1.2500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1852,+,10.1250,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_161,-,-0.1875,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0427,+,-4.3750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0468,+,0.1250,0,50,62,0.819672,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0741,+,-2.0000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1705,+,-0.5000,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1512,+,-3.7500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1910,+,-0.2500,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1811,+,-0.8750,0,50,62,0.819672,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1464,+,-1.6250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1883,+,-2.8750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1919,-,-3.6250,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1422,-,5.8750,1,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1269,+,3.7500,1,45,62,0.737705,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1330,-,12.0000,1,61,62,1.000000,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_229,-,7.1250,1,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_215,+,-2.5000,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1917,-,8.1250,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0249,+,-0.5000,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1492,+,1.1250,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1872,+,10.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_087,-,3.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0131,+,5.6250,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_0907,+,5.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1100,-,-2.1250,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_011,+,19.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_069,-,5.3750,1,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1793,-,11.2500,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_0993,+,-0.2500,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1474,+,-4.8750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0872,+,-1.6250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_538,-,2.5000,1,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1854,-,-3.5000,0,12,62,0.196721,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0284,+,3.1250,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1545,+,-1.2500,0,57,62,0.934426,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_290,+,-1.1250,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0974,+,2.2500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1742,+,-2.3750,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_0858,+,0.6250,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1196,+,7.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1375,+,-0.8750,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1915,-,2.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1284,-,13.6250,1,61,62,1.000000,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0844,+,0.0000,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0968,+,-3.7500,0,42,62,0.688525,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_487,-,-4.0000,0,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1715,+,-5.0000,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_0314,-,3.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_error,NC_4x4_det_1440,+,6.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_137,+,2.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC_4x4_det_1532,+,5.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_error,NC2_4x4_det_1085,+,-0.8750,0,38,62,0.622951,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_248,+,8.6250,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_249,-,5.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_250,-,7.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_251,-,10.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_252,-,11.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_253,-,11.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_254,+,11.7500,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_255,-,11.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_256,+,7.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_257,+,0.0000,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_258,-,11.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_260,-,9.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_262,+,-2.0000,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_265,+,-0.2500,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_266,-,10.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_268,-,6.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_269,-,12.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_270,-,6.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_271,-,10.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_272,+,9.5000,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_273,-,7.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_275,-,8.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_276,-,3.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_278,-,6.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_280,+,0.8750,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_281,+,7.7500,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_284,-,7.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_286,-,8.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_287,-,7.8750,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_289,+,3.3750,1,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_291,+,2.3750,1,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_292,-,7.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_294,-,7.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_295,-,6.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_296,-,8.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_297,+,0.0000,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_298,-,8.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_299,-,4.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_300,-,12.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_301,+,4.6250,1,38,62,0.622951,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_302,-,11.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_303,+,12.3750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_304,-,12.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_305,+,3.8750,1,57,62,0.934426,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_307,-,11.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_308,-,11.6250,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_309,-,9.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_310,+,0.0000,0,45,62,0.737705,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_311,-,10.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_312,-,10.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_313,+,-3.2500,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_314,-,12.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_315,-,8.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_317,-,7.5000,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_318,-,11.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_319,+,1.5000,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_321,+,-0.8750,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_322,-,6.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_323,+,0.0000,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_326,-,7.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_327,+,-0.3750,0,35,62,0.573770,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_328,-,6.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_329,-,9.0000,1,59,62,0.967213,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_330,-,11.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_331,+,2.8750,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_332,-,8.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_333,-,11.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_334,-,10.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_335,-,9.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_336,-,8.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_337,+,0.6250,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_338,+,9.1250,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_339,-,6.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_343,+,2.2500,1,35,62,0.573770,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_344,+,2.6250,1,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_345,+,5.7500,1,38,62,0.622951,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_346,-,12.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_347,+,6.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_348,-,9.1250,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_349,-,7.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_350,-,8.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_351,+,12.6250,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_353,+,-0.3750,0,39,62,0.639344,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_354,-,7.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_355,-,4.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_356,+,5.5000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_357,-,12.3750,1,59,62,0.967213,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_358,+,5.6250,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_359,-,9.5000,1,59,62,0.967213,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_361,-,8.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_362,-,8.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_363,-,12.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_364,-,7.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_367,-,8.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_368,-,9.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_369,-,10.8750,1,59,62,0.967213,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_370,-,12.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_371,-,8.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_373,+,1.6250,0,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_374,-,11.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_375,+,3.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_376,-,4.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_377,+,3.7500,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_378,-,9.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_379,+,1.8750,0,35,62,0.573770,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_380,-,7.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_381,-,11.1250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_384,+,4.5000,1,46,62,0.754098,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_385,-,7.3750,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_386,-,9.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_388,-,4.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_389,-,11.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_390,-,8.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_391,-,6.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_392,-,10.8750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_393,+,10.0000,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_394,-,10.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_395,-,4.5000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_396,-,6.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_398,-,8.3750,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_399,+,10.5000,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_401,+,3.7500,1,45,62,0.737705,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_402,+,-1.5000,0,35,62,0.573770,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_403,+,4.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_404,-,7.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_405,-,8.7500,1,60,62,0.983607,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_406,-,7.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_407,-,2.6250,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_408,+,1.0000,0,55,62,0.901639,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_409,-,6.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_411,-,7.7500,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_412,+,4.0000,1,58,62,0.950820,1
Gemma-3-27B,heldout,det_correct,NC_4x4_det_413,+,0.7500,0,35,62,0.573770,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_415,-,9.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_416,-,11.7500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_417,-,9.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_418,-,11.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,det_correct,NC_4x4_det_419,-,8.0000,1,13,62,0.213115,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n10_b127,+,6.7500,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n10_b193,-,4.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n10_b233,-,3.2500,1,13,62,0.213115,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n10_b61,-,4.3750,1,12,62,0.196721,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n10_b79,+,9.2500,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n11_b19,+,6.1250,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b101,+,5.1250,1,42,62,0.688525,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b13,-,9.6250,1,58,62,0.950820,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b2,-,8.6250,1,58,62,0.950820,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b45,+,7.8750,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b51,-,1.5000,0,12,62,0.196721,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b73,+,6.5000,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n12_b8,-,2.2500,1,5,62,0.081967,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n13_b10,-,0.5000,0,10,62,0.163934,0
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n13_b103,+,7.3750,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n13_b11,+,10.0000,1,55,62,0.901639,1
Gemma-3-27B,heldout,ibp_error,ibp_ptc_n13_b23,+,8.0000,1,55,62,0.901639,1
